Date,Open,High,Low,Close,EMA20,EMA50,RSI14,ROC3
2011-03-10,23.277694809795783,23.50151822366448,22.904654837991583,23.143400192260746,,,,
2011-03-11,22.75543972812192,23.344843604136468,22.75543972812192,23.21800994873047,,,100.0,
2011-03-14,23.098638043883422,23.165785363327775,22.80766727498108,23.06133460998535,,,86.09310877249952,
2011-03-15,22.673372130150092,23.501521436127614,22.650990639524593,23.38214874267578,,,89.35697685474646,1.0316053321105083
2011-03-16,23.31499671936035,23.83725321508781,23.218006959142976,23.31499671936035,,,84.86712193393677,0.4177221512267718
2011-03-17,23.531364293283293,23.822335042984747,23.426912123798783,23.80741310119629,,,89.16596895075307,3.2351921683140237
2011-03-18,23.956632425140658,24.68033103163745,23.79995486443218,24.66540908813477,,,92.93302147813846,5.4882053808718325
2011-03-21,24.911613684984165,24.911613684984165,23.874562817950583,24.06108283996582,,,73.53785744354879,3.2000267020665385
2011-03-22,24.15060930927112,24.16553125111219,23.41945123547516,23.777570724487305,,,66.52356654644105,-0.12534909434358005
2011-03-23,23.65073699371264,24.381895065307617,23.501520421820533,24.381895065307617,,,72.53678890442679,-1.149439775412181
2011-03-24,24.269980119044128,24.583335181309053,24.24759863104991,24.38935279846191,,,72.60219305630447,1.3643191400797177
2011-03-25,24.40427732269605,24.695248081701074,24.307288967074022,24.583337783813477,,,74.31563278958492,3.3887694780205346
2011-03-28,24.52364900408746,24.70270945782548,24.43412020025313,24.650484085083008,,,74.9007625947462,1.101592058599084
2011-03-29,24.948912350606182,25.37417769181596,24.657941627259408,25.284648895263672,,,79.62247483887582,3.6708481122886636
2011-03-30,25.791988950785314,25.791988950785314,25.314498139907663,25.54578399658203,,,81.19153681510926,3.915034733006283
2011-03-31,25.36672272894013,25.44879199314019,25.120514936339926,25.269731521606445,,,74.64792572113403,2.512110652212988
2011-04-01,25.28465314661757,25.44132927844483,25.113055071844435,25.17274284362793,,,72.43894012849758,-0.4425849538164023
2011-04-04,25.26972665786471,25.26972665786471,24.851923714817843,25.12051010131836,,,71.21668085946742,-1.6647517857372183
2011-04-05,25.14289602083218,25.40402287670911,24.807159458940927,25.381641387939453,,,73.6136949919195,0.4428613190342811
2011-04-06,25.180207648983693,25.515944320184182,24.799707985669937,24.844470977783203,24.3527982711792,,62.14812591867323,-1.3040766669088795
2011-04-07,24.8295411748546,25.254806541784145,24.50872655123136,25.113052368164062,24.425203423272997,,65.07697735253404,-0.029687825303776307
2011-04-08,25.0086044037614,25.359262949027823,24.613182875572186,24.747474670410156,24.455895923000345,,58.447704776010205,-2.49852524443369
2011-04-11,24.874306936889862,24.874306936889862,22.971803534934853,23.964088439941406,24.40905711508997,,47.32293361422064,-3.543575303451081
2011-04-12,23.956627293356707,24.314745322499014,23.374684428724535,23.523900985717773,24.324756531340235,,42.43531343118706,-6.32798976065874
2011-04-13,23.874559052070374,24.210295607953963,23.650735630171063,23.91932487487793,24.28614399262954,,47.66447763463633,-3.346401225020432
2011-04-14,23.7924858519545,24.247595013737183,23.71787900572435,23.979005813598633,24.25689273748374,,48.42596840322006,0.06224886748608176
2011-04-15,24.09838358798315,24.158071354485784,23.792490899830543,23.859638214111328,24.219058973353032,,46.95440191002467,1.4272174865784086
2011-04-18,23.740265575125058,24.277444090456303,22.941960195990763,23.934247970581055,24.19193411594618,,48.01769011383559,0.06238928473603567
2011-04-19,24.68033091076972,24.69525000812963,23.62089569582521,23.68058204650879,24.143233918856904,,44.734504273802024,-1.244521017300083
2011-04-20,23.87455828908716,24.01631245434373,23.240390049926372,23.61343002319336,24.092776404984185,,43.879173117824145,-1.0319024484300587
2011-04-21,23.732806933884433,23.859640604339205,23.32992443087416,23.42691421508789,24.029360958327395,,41.50540886156132,-2.119697916210933
2011-04-25,23.546286913982403,23.57613080022344,23.203090760419386,23.42691421508789,23.97198507801887,,41.50540886156132,-1.0712060663149812
2011-04-26,23.389611436421433,23.926788596515053,23.24785581886977,23.87456321716309,23.962706805556415,,49.160827808269175,1.10586727007996
2011-04-27,24.06854063263611,24.620641109792945,24.061081084570375,24.359514236450195,24.00049798945106,,55.89502423409843,3.9808914345264994
2011-04-28,24.255061747039523,24.613182684052894,24.061082181721076,24.299827575683594,24.029005569092252,,54.9306051788951,3.7261132754458597
2011-04-29,24.247596886043944,24.516186106921925,23.896938420334468,24.471420288085938,24.071140304234508,,57.21609501934961,2.4999706402744817
2011-05-02,24.471426582784755,25.21004713019197,24.471426582784755,24.948917388916016,24.15473812182322,,62.860184537147724,2.419601420392328
2011-05-03,25.06082999647972,25.277193902697043,23.829798149310832,24.32967185974121,24.171398477815412,,53.08049134111054,0.1228168552417295
2011-05-04,24.695244526376335,25.33687372107462,24.463961569730955,25.030981063842773,24.253263486008493,,60.56354399234771,2.286588882743604
2011-05-05,24.95638098362073,25.91882503691918,24.7325575132436,25.620391845703125,24.38346618693179,,65.53813462363456,2.6913971709466775
2011-05-06,25.41148754472574,25.73976174236214,25.28465245618403,25.553241729736328,24.494873381484606,,64.53929206249249,5.029126068978277
2011-05-09,25.627846216617954,25.92627934753527,25.471170103617528,25.7322998046875,24.61272351702774,,66.02618306405661,2.801802850060003
2011-05-10,25.38910370018894,26.008351520227492,25.366722208982107,25.806909561157227,24.726455521230548,,66.65361537721014,0.7280049289542112
2011-05-11,25.515932639772647,25.9561198858268,25.4114819112291,25.76959991455078,24.825802606308667,,65.99723067936115,0.8466956447356616
2011-05-12,25.59053728433527,25.806901115424665,25.456242688905203,25.74721336364746,24.913556011769504,,65.57992300252194,0.05795657237463176
2011-05-13,25.687536956276016,25.941204293113884,25.53832037353558,25.814369201660156,24.999347744140042,,66.2689586330863,0.02890559400478321
2011-05-16,25.590545163047583,25.814368608984655,25.40402515042177,25.553241729736328,25.05209955229207,,61.14349041987642,-0.8395868990278218
2011-05-17,25.523392186353373,26.075492553600693,25.366716093538056,25.76959991455078,25.120432920126234,,63.651965432000516,0.0869474711190607
2011-05-18,25.665153470701263,26.291860792657697,25.478633468286485,26.16502571105957,25.21991794783417,,67.74980281343068,1.3583772148763678
2011-05-19,26.127719221080383,26.28439532171045,25.7397573199471,26.150100708007812,25.30850678213642,24.584828567504882,67.44075170631955,2.3357466132248854
2011-05-20,26.038191962951945,26.142642702865498,25.47863198821288,25.836750030517575,25.358815662934624,24.633923526838714,61.135313097002886,0.2605788067702094
2011-05-23,25.665155502852823,25.777065805521055,25.36672233693167,25.67261505126953,25.388701318966522,24.674656527796785,58.07251261840068,-1.8819421972969985
2011-05-24,25.76214084092382,25.844210094229545,25.418944732617387,25.7322998046875,25.421424984273283,24.716132734733677,58.87925428903827,-1.5977028462929455
2011-05-25,25.79198660313922,26.11280124613443,25.545781671346077,25.87405586242676,25.464532686954566,24.761541484839288,60.80808894431843,0.14439057491798424
2011-05-26,26.03819300816157,26.045652555853746,25.40402330369265,25.9859676361084,25.51419315830255,24.809558196653764,62.31111378151899,1.2205713528329154
2011-05-27,26.053115038258955,26.187409680400055,25.67261544957227,25.9188232421875,25.552729356767784,24.853058786674694,60.80442496539435,0.7248611236296187
2011-05-31,26.105340910122028,26.344086286623742,25.784526276809835,26.030731201171875,25.598253341949125,24.899242018615762,62.434771719512234,0.6055306503864789
2011-06-01,26.112798303672054,26.314240232114397,25.680070565669443,25.941200256347656,25.630914952844222,24.9401031259778,60.274667802925805,-0.1722752078646337
2011-06-02,25.99342727732897,26.15010339405224,25.55323996410454,25.63530921936035,25.631333454417188,24.967366110032017,53.468197871617356,-1.093853760944204
2011-06-03,25.36671778256806,25.478630911212907,25.157816311571377,25.471168518066406,25.61607965095521,24.987123067209836,50.192809331444046,-2.149623377004015
2011-06-06,25.351800466839197,25.575623918888084,24.66540816774666,25.17274284362793,25.57385709787642,24.994402274128195,44.81732287320078,-2.9623047705037844
2011-06-07,25.21005007078796,26.038199529425857,25.165284235215356,25.754688262939453,25.59107911359671,25.024217410944324,54.949573585079484,0.465682089330695
2011-06-08,25.79199022843743,26.10534536739208,25.55324481117193,25.933744430541992,25.623713905686735,25.059885137203057,57.533282416329044,1.8160765264753604
2011-06-09,26.135185408632474,26.388852760516585,25.799451635139476,26.2918643951416,25.687347285634818,25.10819804927908,62.202380944682986,4.445767227137742
2011-06-10,26.112801155706933,26.112801155706933,25.262270373435022,25.2921142578125,25.649706044889836,25.115410449613723,46.74951392599058,-1.796076894444842
2011-06-13,25.47863659293686,25.47863659293686,24.807163363467737,25.1055965423584,25.597886092267792,25.11502559050567,44.52702777521015,-3.1933216986911064
